Rank,Athlete,Year,Team,Time,Distance,Points,Meet,Meet Date,Wind,Event,Conference,Gender,Event_ID
2,"Wilson, Senf, Goyette, Jantzi",NA,RIT,3:15,,,Bison Outdoor Classic,14-Apr-23,,4 x 400 Relay,AARTFC,Men,23
3,"Garske, Knapp, Gavalas, Goring",NA,Cortland St.,3:16,,,Bison Outdoor Classic,14-Apr-23,,4 x 400 Relay,AARTFC,Men,23
4,"Devito, Rivera Sharp, Serrano, Kolodziej",NA,Rowan,3:20,,,2023 Danny Curran Invitational,30-Mar-23,,4 x 400 Relay,AARTFC,Men,23
5,"Abdo, Walters, Marsowicz, Onuoha",NA,Fredonia,3:20,,,Bison Outdoor Classic,14-Apr-23,,4 x 400 Relay,AARTFC,Men,23
6,"Rychkov, Engler, Scott, Lodge",NA,TCNJ,3:20,,,2023 95th Clyde Littlefield Texas Relays,29-Mar-23,,4 x 400 Relay,AARTFC,Men,23
7,"Williams, Davies, Ivanov, McGovern",NA,Carnegie Mellon,3:21,,,Westminster Invitational 2023,8-Apr-23,,4 x 400 Relay,AARTFC,Men,23
8,"Kamenski, Beard, Dailey, Patton",NA,Westminster (Pa.),3:22,,,Westminster Invitational 2023,8-Apr-23,,4 x 400 Relay,AARTFC,Men,23
9,"Cooper, Messenger, O'Dunlami, Coleman",NA,Delaware Valley,3:22,,,2023 Messiah Multi/Invitational,13-Apr-23,,4 x 400 Relay,AARTFC,Men,23
10,"Davis, Dyson, Miller, Zimmerman",NA,Susquehanna,3:23,,,2023 Susquehanna Easter Invite,8-Apr-23,,4 x 400 Relay,AARTFC,Men,23
11,"Ney, Tobin, Mathis, Cox",NA,Ursinus,3:23,,,Muhlenberg Outdoor Invitational,1-Apr-23,,4 x 400 Relay,AARTFC,Men,23
1,"O'Connell, Isaac, Bell, Bansbach",NA,Rochester,3:54,,,Duke Invitational,6-Apr-23,,4 x 400 Relay,AARTFC,Women,24
2,"Sensini, Wise, Metz, Levine",NA,Brockport St.,3:57,,,Bison Outdoor Classic,14-Apr-23,,4 x 400 Relay,AARTFC,Women,24
3,"Riggins, Bruncaj, Uhl, Gasnick",NA,TCNJ,3:57,,,2023 95th Clyde Littlefield Texas Relays,29-Mar-23,,4 x 400 Relay,AARTFC,Women,24
4,"Eckl, Shepardson, Fears, Klimow",NA,SUNY Geneseo,4:04,,,Brockport Multi & Invitational,14-Apr-23,,4 x 400 Relay,AARTFC,Women,24
5,"Zaeske, Arcese, Tang, Daterao",NA,Johns Hopkins,4:04,,,2023 Towson Spring Open,31-Mar-23,,4 x 400 Relay,AARTFC,Women,24
6,"Conroy, Maldonado, Petrolia, Kass",NA,Stockton,4:05,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 400 Relay,AARTFC,Women,24
7,"Kneppel, Exilus, Ewing, Dwah",NA,Ramapo,4:06,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 400 Relay,AARTFC,Women,24
8,"Rhee, Lannen, Yuan, Tummalapalli",NA,Carnegie Mellon,4:06,,,Westminster Invitational 2023,8-Apr-23,,4 x 400 Relay,AARTFC,Women,24
9,"Peralta, Becker, Trackey, Liriano",NA,Cortland St.,4:07,,,2023 Danny Curran Invitational,30-Mar-23,,4 x 400 Relay,AARTFC,Women,24
10,"DeMonte, Byrd, MacArthur, Rose",NA,Ithaca,4:07,,,Doc Jopson Track & Field Invitational,25-Mar-23,,4 x 400 Relay,AARTFC,Women,24
11,"Murphy, Byrne, Ramey, Robinson",NA,Moravian,4:08,,,Lehigh Games 2023,7-Apr-23,,4 x 400 Relay,AARTFC,Women,24
12,"Dening, Burlette, Reed, Zacharewicz",NA,Utica,4:09,,,Jerry Gravel Classic,15-Apr-23,,4 x 400 Relay,AARTFC,Women,24
13,"Fatigati, Goodrich, Painter, Davis",NA,Westminster (Pa.),4:09,,,Westminster Invitational 2023,8-Apr-23,,4 x 400 Relay,AARTFC,Women,24
14,"Meyer, Canciani, Ryazanova, Mathews",NA,Stevens,4:10,,,Vassar April Invitational 2023,7-Apr-23,,4 x 400 Relay,AARTFC,Women,24
15,"Colteryahn, Biddle, Vannoy, Lagerquist",NA,Grove City,4:12,,,Grove City College Mini Invita,5-Apr-23,,4 x 400 Relay,AARTFC,Women,24
16,"Badillo, Allen, Hackenberg, Gallagher",NA,Misericordia,4:12,,,Misericordia Twilight 2023,4-Apr-23,,4 x 400 Relay,AARTFC,Women,24
17,"Ritchie, Raccaro, Donohue, Donohue",NA,Springfield,4:12,,,SILFEN INVITATIONAL 2023,14-Apr-23,,4 x 400 Relay,AARTFC,Women,24
18,"Sasse, Pagano, Clarke, Collura",NA,Rowan,4:13,,,Oscar Moore Invitational 2023,8-Apr-23,,4 x 400 Relay,AARTFC,Women,24
19,"Carroll, Sample, Chambers, Conhoff",NA,Ursinus,4:13,,,WCU Golden Ram Invitational,8-Apr-23,,4 x 400 Relay,AARTFC,Women,24
20,"Adames, Boyd, Young, Ortiz",NA,New Jersey City,4:16,,,Dennis Craddock Coaches Classic,14-Apr-23,,4 x 400 Relay,AARTFC,Women,24
1,"McKell, Rothstein, Ferrizzi, Di Cesare",NA,Lebanon Valley,7:47,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Men,25
2,"Santiago, Bayewu, Tomasi, Szabo",NA,Cortland St.,7:54,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Men,25
3,"Kimotho, Grenda, Henning, Beck",NA,Susquehanna,7:56,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Men,25
4,"Reice, Myers, Wolf, Baxter",NA,Elizabethtown,8:01,,,York College Twilight Meet,5-Apr-23,,4 x 800 Relay,AARTFC,Men,25
5,"Gower Hall, Kettula, Wingard, Meads",NA,York (Pa.),8:09,,,York College Twilight Meet,5-Apr-23,,4 x 800 Relay,AARTFC,Men,25
6,"Cordiano, Stec, deBeaumont, Wells",NA,Stockton,8:13,,,Osprey Open and Multi,7-Apr-23,,4 x 800 Relay,AARTFC,Men,25
7,"Jackson, Raynor, Rankin, Bujdos",NA,St. Vincent (Pa.),8:21,,,Grove City College Mini Invita,5-Apr-23,,4 x 800 Relay,AARTFC,Men,25
8,"Bertollo, Syed, Losche, Mohr",NA,Ramapo,8:25,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 800 Relay,AARTFC,Men,25
9,"Kpodo, Palau, Saha, Tlatelpa",NA,New Jersey City,8:31,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 800 Relay,AARTFC,Men,25
10,"Klein, Seevers, Reinsel, Temel",NA,PSU-Behrend,8:32,,,Behrend Track and Field Invite 2023,16-Apr-23,,4 x 800 Relay,AARTFC,Men,25
11,"Mecca, Flint, Sokolovsky, Sesmas",NA,Alfred,8:33,,,2023 Messiah Multi/Invitational,13-Apr-23,,4 x 800 Relay,AARTFC,Men,25
12,"Cook, Greve, Solly, Menta",NA,DeSales,8:44,,,2023 Messiah Multi/Invitational,13-Apr-23,,4 x 800 Relay,AARTFC,Men,25
13,"Brown, Jeralds, Leotta, Lohmann",NA,Utica,8:49,,,Wesleyan Swanson Invite,26-Mar-23,,4 x 800 Relay,AARTFC,Men,25
14,"Wade, Norris, Obi, Henson",NA,St. Mary's (Md.),8:53,,,Virginia Beach Spring Break Invitational,17-Mar-23,,4 x 800 Relay,AARTFC,Men,25
15,"Bierman, Murillo, Davis, Deneau",NA,Oneonta,8:54,,,2023 Hamilton College Continental Invitational,1-Apr-23,,4 x 800 Relay,AARTFC,Men,25
16,"Hawke, Young, Coul, Hamon",NA,Grove City,8:57,,,Grove City College Mini Invita,5-Apr-23,,4 x 800 Relay,AARTFC,Men,25
17,"Catano, Moeller, Vierling, Engelhardt",NA,Farmingdale St.,9:05,,,Osprey Open and Multi,7-Apr-23,,4 x 800 Relay,AARTFC,Men,25
1,"Kapcsos, Bunke, Bartholomew, Garges",NA,Lebanon Valley,9:37,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Women,26
2,"Hayes, Kass, Klenk, Collins",NA,Stockton,9:53,,,Osprey Open and Multi,7-Apr-23,,4 x 800 Relay,AARTFC,Women,26
3,"Biddle, Lyle, Johnson, Bennett",NA,Grove City,9:56,,,Grove City College Mini Invita,5-Apr-23,,4 x 800 Relay,AARTFC,Women,26
4,"Angus, Smith, Ieva, Adami",NA,Cortland St.,9:56,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Women,26
5,"Carter, Levin, Myers, Bender",NA,Susquehanna,10:06,,,Bison Outdoor Classic,14-Apr-23,,4 x 800 Relay,AARTFC,Women,26
6,"Gilbert, Hall, Lutkins, Page",NA,Alfred,10:20,,,2023 Messiah Multi/Invitational,13-Apr-23,,4 x 800 Relay,AARTFC,Women,26
7,"Henry, Koziolek, Skane, Mann",NA,York (Pa.),10:37,,,York College Twilight Meet,5-Apr-23,,4 x 800 Relay,AARTFC,Women,26
8,"Henderson, Waters, Norman, Goldberg-Courtney",NA,Vassar,10:46,,,Alan Connie Shamrock Invitational,16-Mar-23,,4 x 800 Relay,AARTFC,Women,26
9,"Robey, Sapp, Douglas, Angel-Aguilar",NA,St. Mary's (Md.),10:51,,,Virginia Beach Spring Break Invitational,17-Mar-23,,4 x 800 Relay,AARTFC,Women,26
10,"Sharpe, Dening, Burlette, Reed",NA,Utica,10:58,,,Wesleyan Swanson Invite,26-Mar-23,,4 x 800 Relay,AARTFC,Women,26
11,"Sabaya, Ortiz, Boyd, Adames",NA,New Jersey City,11:21,,,Ramapo College Track & Field Invitational,31-Mar-23,,4 x 800 Relay,AARTFC,Women,26
12,"Holland, Soller, Schleicher, Urist",NA,Oneonta,11:57,,,2023 Hamilton College Continental Invitational,1-Apr-23,,4 x 800 Relay,AARTFC,Women,26
1,"Hetrick, Samuel",SO-2,PSU-Behrend,,2.08m,,Behrend Track and Field Invite 2023,16-Apr-23,,High Jump,AARTFC,Men,27
2,"Ellinger, Bryce",JR-3,Susquehanna,,2.07m,,2023 Susquehanna Easter Invite,8-Apr-23,,High Jump,AARTFC,Men,27
3,"Bhambhwani, Anand",SO-2,PSU-Behrend,,2.01m,,Behrend Track and Field Invite 2023,16-Apr-23,,High Jump,AARTFC,Men,27
3,"Davis, Chris",FR-1,SUNY Geneseo,,2.01m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Men,27
5,"McGee, Adonis",SO-2,Rowan,,2.00m,,Oscar Moore Invitational 2023,8-Apr-23,,High Jump,AARTFC,Men,27
5,"White, Jarett",FR-1,Rowan,,2.00m,,Washington & Lee Carnival,17-Mar-23,,High Jump,AARTFC,Men,27
7,"Hulse, Tyler",SR-4,RIT,,1.99m,,RIT Invitational,8-Apr-23,,High Jump,AARTFC,Men,27
8,"Rolle, Trey",SO-2,Moravian,,1.98m,,Lehigh Games 2023,7-Apr-23,,High Jump,AARTFC,Men,27
9,"Ordonez, Alex",FR-1,Oneonta,,1.96m,,Cortland Upstate Alternative,15-Apr-23,,High Jump,AARTFC,Men,27
9,"Cochrane, Sean",JR-3,St. John Fisher,,1.96m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Men,27
11,"DePaull, Bryant",FR-1,St. John Fisher,,1.95m,,Utica Pioneer Spring Invite,7-Apr-23,,High Jump,AARTFC,Men,27
11,"Wright, Zuriel",JR-3,Utica,,1.95m,,2023 Hamilton College Continental Invitational,1-Apr-23,,High Jump,AARTFC,Men,27
11,"Vallone, Ethan",SR-4,Elizabethtown,,1.95m,,York College Twilight Meet,5-Apr-23,,High Jump,AARTFC,Men,27
11,"Nkrumah, Kwaku",FR-1,Rowan,,1.95m,,Oscar Moore Invitational 2023,8-Apr-23,,High Jump,AARTFC,Men,27
15,"Rich, Thomas",JR-3,Carnegie Mellon,,1.94m,,Washington & Lee Carnival,17-Mar-23,,High Jump,AARTFC,Men,27
16,"Hartley, Jordan",FR-1,Rutgers-Newark,,1.93m,,Alan Connie Shamrock Invitational,16-Mar-23,,High Jump,AARTFC,Men,27
16,"Onuoha, Toby",SR-4,Fredonia,,1.93m,,Bison Outdoor Classic,14-Apr-23,,High Jump,AARTFC,Men,27
18,"Austin, Devin",FR-1,Buffalo State,,1.91m,,Vertklasse,31-Mar-23,,High Jump,AARTFC,Men,27
18,"Johnson, Jesse",JR-3,Alfred State,,1.91m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Men,27
18,"Jain, Aadit",FR-1,Rochester,,1.91m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Men,27
18,"Moyer, Marcus",FR-1,Susquehanna,,1.91m,,2023 Susquehanna Easter Invite,8-Apr-23,,High Jump,AARTFC,Men,27
18,"Anderson, Peter",SO-2,RIT,,1.91m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Men,27
1,"Barre, Elizabeth",SR-4,Carnegie Mellon,,1.70m,,2023 Susquehanna Easter Invite,8-Apr-23,,High Jump,AARTFC,Women,28
2,"Allen, Casey",SO-2,Misericordia,,1.68m,,Misericordia Twilight 2023,4-Apr-23,,High Jump,AARTFC,Women,28
2,"Fisk, Danielle",JR-3,Cortland St.,,1.68m,,Cortland Red Dragon Open,8-Apr-23,,High Jump,AARTFC,Women,28
4,"Levesque, Michaela",JR-3,Brockport St.,,1.63m,,RIT Invitational,8-Apr-23,,High Jump,AARTFC,Women,28
4,"Silvernale, Taryn",SO-2,Johns Hopkins,,1.63m,,Bison Outdoor Classic,14-Apr-23,,High Jump,AARTFC,Women,28
4,"Killip, Sarah",SR-4,Brockport St.,,1.63m,,Bison Outdoor Classic,14-Apr-23,,High Jump,AARTFC,Women,28
7,"Davis, Breannda",JR-3,Westminster (Pa.),,1.62m,,Grove City College Mini Invita,5-Apr-23,,High Jump,AARTFC,Women,28
8,"Slusser, Charly",SO-2,Ithaca,,1.61m,,Cortland Upstate Alternative,15-Apr-23,,High Jump,AARTFC,Women,28
8,"Saggese, Mariah",FR-1,Cortland St.,,1.61m,,Cortland Upstate Alternative,15-Apr-23,,High Jump,AARTFC,Women,28
10,"Koutch, Melena",SO-2,Lebanon Valley,,1.60m,,York College Twilight Meet,5-Apr-23,,High Jump,AARTFC,Women,28
10,"Bruce, Logan",SR-4,Ithaca,,1.60m,,Bison Outdoor Classic,14-Apr-23,,High Jump,AARTFC,Women,28
10,"Itterly, Jocelynn",SR-4,Elizabethtown,,1.60m,,York College Twilight Meet,5-Apr-23,,High Jump,AARTFC,Women,28
13,"Groff, Lexi",JR-3,Moravian,,1.58m,,Lehigh Games 2023,7-Apr-23,,High Jump,AARTFC,Women,28
14,"Scepkowski, Sarah",FR-1,TCNJ,,1.57m,,2023 TCNJ Invitational,8-Apr-23,,High Jump,AARTFC,Women,28
14,"Butchko, Rhiannon",FR-1,Oswego State,,1.57m,,Geneseo Early Season Invitational,2-Apr-23,,High Jump,AARTFC,Women,28
14,"Eckl, Janelle",SO-2,SUNY Geneseo,,1.57m,,Geneseo Early Season Invitational,2-Apr-23,,High Jump,AARTFC,Women,28
14,"Foley, Susann",SR-4,Stockton,,1.57m,,Osprey Open and Multi,7-Apr-23,,High Jump,AARTFC,Women,28
14,"Williamson, Hayden",SO-2,Houghton,,1.57m,,RIT Invitational,8-Apr-23,,High Jump,AARTFC,Women,28
14,"Baller, Katie",JR-3,Grove City,,1.57m,,Grove City College Mini Invita,5-Apr-23,,High Jump,AARTFC,Women,28
14,"Taggart, Emma",JR-3,Alfred State,,1.57m,,Brockport Multi & Invitational,14-Apr-23,,High Jump,AARTFC,Women,28
1,"Mikula, Dominic",SR-4,Ithaca,,4.91m,,Cortland Red Dragon Open,8-Apr-23,,Pole Vault,AARTFC,Men,29
2,"Meyer, Dustin",FR-1,Brockport St.,,4.90m,,Geneseo Early Season Invitational,2-Apr-23,,Pole Vault,AARTFC,Men,29
2,"Nyhart, Zachary",SR-4,Cortland St.,,4.90m,,Cortland Upstate Alternative,15-Apr-23,,Pole Vault,AARTFC,Men,29
4,"Blatt, Isaiah",SR-4,Susquehanna,,4.85m,,WCU Bill Butler Invitational,15-Apr-23,,Pole Vault,AARTFC,Men,29
5,"Kaszynski, Chris",JR-3,Buffalo State,,4.75m,,University at Buffalo Spring Opener,8-Apr-23,,Pole Vault,AARTFC,Men,29
5,"Sheehan, Brendan",JR-3,Ithaca,,4.75m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Pole Vault,AARTFC,Men,29
7,"Howald, Callum",SR-4,Ithaca,,4.60m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Pole Vault,AARTFC,Men,29
7,"Morales, Joseph",JR-3,Stockton,,4.60m,,Ramapo College Track & Field Invitational,31-Mar-23,,Pole Vault,AARTFC,Men,29
7,"Herlihy, Shaun",SO-2,Ithaca,,4.60m,,Cortland Upstate Alternative,15-Apr-23,,Pole Vault,AARTFC,Men,29
10,"Stankus, Ayden",SO-2,Lebanon Valley,,4.50m,,2023 Messiah Multi/Invitational,13-Apr-23,,Pole Vault,AARTFC,Men,29
11,"Daghestani, Islam",JR-3,PSU-Behrend,,4.46m,,2023 Mount Union John Homon Open,6-Apr-23,,Pole Vault,AARTFC,Men,29
12,"Lum, Gavin",FR-1,Stockton,,4.45m,,Ramapo College Track & Field Invitational,31-Mar-23,,Pole Vault,AARTFC,Men,29
12,"Mangogna, Richard",JR-3,Oneonta,,4.45m,,2023 Jim Taylor Invite,24-Mar-23,,Pole Vault,AARTFC,Men,29
12,"Fogarty, Owen",JR-3,Montclair State,,4.45m,,Osprey Open and Multi,7-Apr-23,,Pole Vault,AARTFC,Men,29
12,"Dunbar, Paul",SR-4,Brockport St.,,4.45m,,Geneseo Early Season Invitational,2-Apr-23,,Pole Vault,AARTFC,Men,29
1,"Rudolph, Emma",SR-4,Westminster (Pa.),,3.90m,,Dave Labor Invitational,31-Mar-23,,Pole Vault,AARTFC,Women,30
2,"O'Connell, Madeline",SR-4,Rochester,,3.85m,,Geneseo Early Season Invitational,2-Apr-23,,Pole Vault,AARTFC,Women,30
3,"Pena, Julia",JR-3,York (Pa.),,3.80m,,Bison Outdoor Classic,14-Apr-23,,Pole Vault,AARTFC,Women,30
4,"Matheny, Meghan",SR-4,Ithaca,,3.72m,,Cortland Red Dragon Open,8-Apr-23,,Pole Vault,AARTFC,Women,30
5,"Silvernale, Taryn",SO-2,Johns Hopkins,,3.55m,,2023 Towson Spring Open,31-Mar-23,,Pole Vault,AARTFC,Women,30
5,"Conley, Madison",JR-3,Westminster (Pa.),,3.55m,,Dave Labor Invitational,31-Mar-23,,Pole Vault,AARTFC,Women,30
7,"Kemp-Neilson, Martha",JR-3,Ithaca,,3.45m,,Muhlenberg Outdoor Invitational,1-Apr-23,,Pole Vault,AARTFC,Women,30
8,"Oriel, Emily",FR-1,Lebanon Valley,,3.42m,,2023 Messiah Multi/Invitational,13-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Bready, Becca",FR-1,Cortland St.,,3.40m,,Cortland Upstate Alternative,15-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Fox, Catherine",SR-4,RIT,,3.40m,,Brockport Multi & Invitational,14-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Soto, Sarah-Caulley",FR-1,Johns Hopkins,,3.40m,,2023 Towson Spring Open,31-Mar-23,,Pole Vault,AARTFC,Women,30
9,"Heichel, Kennedy",JR-3,Ithaca,,3.40m,,Cortland Upstate Alternative,15-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Morse, Isabel",FR-1,Nazareth,,3.40m,,Brockport Multi & Invitational,14-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Pellechia, Cara",FR-1,Fredonia,,3.40m,,RIT Invitational,8-Apr-23,,Pole Vault,AARTFC,Women,30
9,"Eichner, Tess",SO-2,Brockport St.,,3.40m,,RIT Invitational,8-Apr-23,,Pole Vault,AARTFC,Women,30
16,"Snavely, Rachel",SO-2,Lebanon Valley,,3.27m,,2023 Messiah Multi/Invitational,13-Apr-23,,Pole Vault,AARTFC,Women,30
16,"Mele, Emma",SO-2,DeSales,,3.27m,,2023 Messiah Multi/Invitational,13-Apr-23,,Pole Vault,AARTFC,Women,30
18,"Treharn, Missy",FR-1,Westminster (Pa.),,3.26m,,Tomcat Invitational,15-Apr-23,,Pole Vault,AARTFC,Women,30
18,"Stainbrook, Sydney",JR-3,Grove City,,3.26m,,Tomcat Invitational,15-Apr-23,,Pole Vault,AARTFC,Women,30
20,"Brown, Cassidy",SO-2,Johns Hopkins,,3.25m,,2023 Towson Spring Open,31-Mar-23,,Pole Vault,AARTFC,Women,30
20,"Huczko, Jo-Michelle",JR-3,Carnegie Mellon,,3.25m,,2023 Carnegie Mellon Last Chance Meet,13-Apr-23,,Pole Vault,AARTFC,Women,30
20,"Bower, Sarah",SO-2,Susquehanna,,3.25m,,2023 Jim Taylor Invite,24-Mar-23,,Pole Vault,AARTFC,Women,30
20,"Smith, Ella",SO-2,Springfield,,3.25m,,Springfield College Classic,8-Apr-23,,Pole Vault,AARTFC,Women,30
20,"Kappeler, Madison",SO-2,PSU-Behrend,,3.25m,,Behrend Track and Field Invite 2023,16-Apr-23,,Pole Vault,AARTFC,Women,30
20,"South, Miayunique",JR-3,Johns Hopkins,,3.25m,,2023 Towson Spring Open,31-Mar-23,,Pole Vault,AARTFC,Women,30
20,"Eastwood, Erin",FR-1,Ithaca,,3.25m,,Cortland Upstate Alternative,15-Apr-23,,Pole Vault,AARTFC,Women,30
20,"Steger, Savannah",SO-2,Widener,,3.25m,,2023 Danny Curran Invitational,30-Mar-23,,Pole Vault,AARTFC,Women,30
1,"Allen, Shevaughn",JR-3,Buffalo State,,7.52m,,Bison Outdoor Classic,14-Apr-23,1.2,Long Jump,AARTFC,Men,31
2,"Agyemang, Nana",SO-2,Rowan,,7.46m,,2023 Danny Curran Invitational,30-Mar-23,0.1,Long Jump,AARTFC,Men,31
3,"Rich, Thomas",JR-3,Carnegie Mellon,,7.08m,,2023 Susquehanna Easter Invite,8-Apr-23,0,Long Jump,AARTFC,Men,31
4,"DiMaulo, Anthony",SR-4,Montclair State,,7.04m,,2023 Danny Curran Invitational,30-Mar-23,0,Long Jump,AARTFC,Men,31
5,"Liu, Frederick",SR-4,Rochester,,6.98m,,Brockport Multi & Invitational,14-Apr-23,0.2,Long Jump,AARTFC,Men,31
6,"Goodman, Cole",SO-2,Rochester,,6.93m,,Geneseo Early Season Invitational,2-Apr-23,2.4,Long Jump,AARTFC,Men,31
7,"Sesay, Alhagie-Sorie",SR-4,Cortland St.,,6.91m,,Cortland Upstate Alternative,15-Apr-23,2.9,Long Jump,AARTFC,Men,31
8,"Polk, Jarrod",SO-2,Buffalo State,,6.87m,,University at Buffalo Spring Opener,8-Apr-23,1.2,Long Jump,AARTFC,Men,31
9,"Lorenzetti, Sam",SO-2,Rochester,,6.85m,,Brockport Multi & Invitational,14-Apr-23,0,Long Jump,AARTFC,Men,31
10,"Mahoney, Jack",JR-3,York (Pa.),,6.84m,,Shippensburg University College Mid-Week Meet,19-Apr-23,0.2,Long Jump,AARTFC,Men,31
11,"Masser, Joey",JR-3,Susquehanna,,6.83m,,2023 Susquehanna Easter Invite,8-Apr-23,0.4,Long Jump,AARTFC,Men,31
12,"Morales, Joseph",JR-3,Stockton,,6.82m,,WCU Bill Butler Invitational,15-Apr-23,0,Long Jump,AARTFC,Men,31
12,"Eribo, Manny",SO-2,Rochester,,6.82m,,Brockport Multi & Invitational,14-Apr-23,2.1,Long Jump,AARTFC,Men,31
14,"Wilson, Colby",SR-4,Springfield,,6.81m,,Springfield College Classic,8-Apr-23,1.6,Long Jump,AARTFC,Men,31
15,"Wright, Zuriel",JR-3,Utica,,6.80m,,Wesleyan Swanson Invite,26-Mar-23,4,Long Jump,AARTFC,Men,31
15,"Eltayeb, Saleh",JR-3,Hamilton,,6.80m,,Utica Pioneer Spring Invite,7-Apr-23,1,Long Jump,AARTFC,Men,31
15,"Jacobs, Bryan",SO-2,SUNY Geneseo,,6.80m,,Brockport Multi & Invitational,14-Apr-23,2.5,Long Jump,AARTFC,Men,31
18,"Wright, Connor",FR-1,Stockton,,6.79m,,Ramapo College Track & Field Invitational,31-Mar-23,-0.5,Long Jump,AARTFC,Men,31
19,"Dixon, Keyshawn",SO-2,Montclair State,,6.77m,,2023 Danny Curran Invitational,30-Mar-23,,Long Jump,AARTFC,Men,31
20,"Nix, Howard",FR-1,Brockport St.,,6.76m,,Geneseo Early Season Invitational,2-Apr-23,1.9,Long Jump,AARTFC,Men,31
21,"Zangerle, Hunter",FR-1,Brockport St.,,6.75m,,Brockport Multi & Invitational,14-Apr-23,0,Long Jump,AARTFC,Men,31
22,"Lopez-Testillano, Ivan",SR-4,St. John Fisher,,6.72m,,Geneseo Early Season Invitational,2-Apr-23,0.1,Long Jump,AARTFC,Men,31
22,"Brunelle, Matthieu",JR-3,Misericordia,,6.72m,,2023 Messiah Multi/Invitational,13-Apr-23,0,Long Jump,AARTFC,Men,31
22,"Morse, Brett",SR-4,Cortland St.,,6.72m,,Cortland Red Dragon Open,8-Apr-23,-1.4,Long Jump,AARTFC,Men,31
1,"Kadiri, Victoria",SO-2,Johns Hopkins,,5.91m,,Bison Outdoor Classic,14-Apr-23,0.8,Long Jump,AARTFC,Women,32
2,"Bruce, Logan",SR-4,Ithaca,,5.77m,,Cortland Red Dragon Open,8-Apr-23,0,Long Jump,AARTFC,Women,32
3,"Montgomery, Mia",SR-4,Brockport St.,,5.72m,,Brockport Multi & Invitational,14-Apr-23,0.5,Long Jump,AARTFC,Women,32
4,"Felix, Shinelle",SO-2,Alvernia,,5.71m,,Middlesex College Invitational,15-Apr-23,,Long Jump,AARTFC,Women,32
5,"Pena, Julia",JR-3,York (Pa.),,5.65m,,2023 Danny Curran Invitational,30-Mar-23,-0.2,Long Jump,AARTFC,Women,32
6,"Gross, Matlyn",SR-4,Springfield,,5.61m,,SILFEN INVITATIONAL 2023,14-Apr-23,1.7,Long Jump,AARTFC,Women,32
7,"Kurbs, Michaela",JR-3,St. John Fisher,,5.57m,,Brockport Multi & Invitational,14-Apr-23,1.2,Long Jump,AARTFC,Women,32
8,"Vannoy, Annie",FR-1,Grove City,,5.55m,,Grove City College Mini Invita,5-Apr-23,1.9,Long Jump,AARTFC,Women,32
8,"Vezzosi, Emma",SR-4,Grove City,,5.55m,,Dave Labor Invitational,31-Mar-23,3.4,Long Jump,AARTFC,Women,32
10,"Jacques, Katelyn",SO-2,SUNY Geneseo,,5.54m,,Brockport Multi & Invitational,14-Apr-23,0.9,Long Jump,AARTFC,Women,32
11,"Duell, Veronica",SO-2,St. John Fisher,,5.53m,,Geneseo Early Season Invitational,2-Apr-23,1.7,Long Jump,AARTFC,Women,32
11,"Barre, Elizabeth",SR-4,Carnegie Mellon,,5.53m,,2023 Susquehanna Easter Invite,8-Apr-23,-0.4,Long Jump,AARTFC,Women,32
13,"Acord, Remi",SO-2,Susquehanna,,5.50m,,WCU Bill Butler Invitational,15-Apr-23,0,Long Jump,AARTFC,Women,32
14,"Laster, Khia",SO-2,Buffalo State,,5.49m,,Vertklasse,31-Mar-23,1.4,Long Jump,AARTFC,Women,32
14,"Johnson, Brenna",SR-4,Nazareth,,5.49m,,Brockport Multi & Invitational,14-Apr-23,1.5,Long Jump,AARTFC,Women,32
16,"Perez-Fry, Lola",SR-4,Vassar,,5.47m,,Vassar April Invitational 2023,7-Apr-23,1.3,Long Jump,AARTFC,Women,32
17,"Fisk, Danielle",JR-3,Cortland St.,,5.45m,,Cortland Red Dragon Open,8-Apr-23,1.4,Long Jump,AARTFC,Women,32
18,"Spila, Anne",SO-2,Alfred,,5.44m,,Geneseo Early Season Invitational,2-Apr-23,1.4,Long Jump,AARTFC,Women,32
